#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
1.0,2019.0,11200,Impuesto sobre Bienes Inmuebles Rústica,667.0,0.0,667.0,3123.67
1.0,2019.0,11300,Impuesto sobre Bienes Inmuebles Nat. Urbana,3150000.0,0.0,3150000.0,3296177.1
1.0,2019.0,11500,Impuesto sobre Vehiculos de Tracción Mecanica,1000000.0,0.0,1000000.0,1211890.97
1.0,2019.0,11600,Impuesto Incremento Valor Terrenos Urbanos,310000.0,0.0,310000.0,472872.06
1.0,2019.0,13000,Impuesto sobre Actividades Económicas,140000.0,0.0,140000.0,139482.77
1.0,2019.0,29000,"Impuesto sobre Construcciones, Instalaciones y Obr",250000.0,0.0,250000.0,79451.42
1.0,2019.0,30000,Tasa por suministro de agua potable a domicilios,320000.0,0.0,320000.0,203475.14
1.0,2019.0,30100,Tasa Servicio de Alcantarillado,325000.0,0.0,325000.0,245021.44
1.0,2019.0,30200,Tasa Servicio de Recogida de Basuras,485000.0,0.0,485000.0,493783.56
1.0,2019.0,31000,Tasa por Servicios Sanitario de Protección Civil,600.0,0.0,600.0,505.8
1.0,2019.0,31305,Tasa Talleres Biblioteca,1400.0,0.0,1400.0,1487.2
1.0,2019.0,31900,Tasa de Servicios Funerarios y Cementerios,17500.0,0.0,17500.0,8223.5
1.0,2019.0,32100,Tasa por Licencia Urbanistica,175000.0,0.0,175000.0,138224.04
1.0,2019.0,32300,Tasa Licencias¡ de Apertura y Actividad,15000.0,0.0,15000.0,13357.4
1.0,2019.0,32500,Tasa expedición de documentos,3000.0,0.0,3000.0,1988.2
1.0,2019.0,32600,Tasa Retirada de Vehículos,3000.0,0.0,3000.0,6798.8
1.0,2019.0,33100,"Tasa Uso Suelos, Entrada Vehiculos Aceras",15500.0,0.0,15500.0,17633.14
1.0,2019.0,33200,"Tasa Uso Suelos, Subsuelo, Vuelo Compañias Sum",115000.0,0.0,115000.0,49195.24
1.0,2019.0,33600,"Tasa Uso Suelo, Venta Ambulante Semanal",16000.0,0.0,16000.0,10778.43
1.0,2019.0,33601,"Tasa Uso Suelo, con Mesas y sillas finalidad luc",25000.0,0.0,25000.0,21188.72
1.0,2019.0,33602,"Tasa Uso Suelo, con Contenedores Mat Construcc",9000.0,0.0,9000.0,9652.84
1.0,2019.0,33800,Compensación Telefónica España SA,40000.0,0.0,40000.0,61136.08
1.0,2019.0,33900,Tasa por Uso de Instalaciones Municipales,5500.0,0.0,5500.0,5041.0
1.0,2019.0,34200,Servicios  Escuelas impartidas en Casa de Cultura,165000.0,0.0,165000.0,111263.4
1.0,2019.0,34203,Prec Publicos Actividades Serv Sociales,2700.0,0.0,2700.0,2517.0
1.0,2019.0,34300,Precio P. Actividades Cursos Deportivos,400000.0,0.0,400000.0,347719.91
1.0,2019.0,34301,Precio P. Actividades Cursos Piscina Municipal,60000.0,0.0,60000.0,49130.17
1.0,2019.0,34302,Precio P. Uso de Instalaciones Deportivas,70000.0,0.0,70000.0,46005.61
1.0,2019.0,34400,Preci Patrimonial Ferias Comercio Turismo,12000.0,0.0,12000.0,14439.09
1.0,2019.0,34401,Prec Publico Fiestas Locales,50000.0,0.0,50000.0,49893.08
1.0,2019.0,34402,Prec Publico Actividades Juveniles,1000.0,25711.0,26711.0,26711.0
1.0,2019.0,34403,Entradas Teatro Municipal,35000.0,0.0,35000.0,29234.68
1.0,2019.0,34900,Convenio Ecoembes Basura selectiva,55000.0,0.0,55000.0,35173.24
1.0,2019.0,34901,Precio Público Venta de Libros Cultura,0.0,0.0,0.0,580.0
1.0,2019.0,35000,Contribuciones Especiales para Obras,141616.44,0.0,141616.44,0.0
1.0,2019.0,38901,Reintegro de Gastos,0.0,18150.0,18150.0,26683.52
1.0,2019.0,38902,Reintegro de Gastos Ejercicios Cerrados,0.0,0.0,0.0,0.0
1.0,2019.0,39190,Multas Administrativas Generales,50000.0,0.0,50000.0,76806.53
1.0,2019.0,39211,Recargos de Apremio,85000.0,0.0,85000.0,93337.02
1.0,2019.0,39212,Recargos de Apremio,0.0,0.0,0.0,566.11
1.0,2019.0,39300,Intereses de Demora,45000.0,0.0,45000.0,33132.11
1.0,2019.0,39301,Reintegro de Gastos Procedimientos Ejecutivos,15000.0,0.0,15000.0,841.41
1.0,2019.0,39710,Aprovechamiento Urbanistico Los Linarejo 10%,567297.0,0.0,567297.0,0.0
1.0,2019.0,39900,Imprevistos,100.0,0.0,100.0,0.0
1.0,2019.0,42000,Participación Tributos del Estado,2100000.0,0.0,2100000.0,2149572.73
1.0,2019.0,42090,Otras transferencias del Estado de Juzgado de paz y Otros,3750.0,19033.41,22783.41,19223.24
1.0,2019.0,45002,Transferencias Corrientes Comunidad de Madrid,134000.0,33067.8,167067.8,69246.93
