#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2012.0,,11200,Impuesto sobre Bienes Inmuebles Rústica,705.0,0.0,705.0,682.58
2012.0,,11300,Impuesto sobre Bienes Inmuebles Nat. Urbana,3500000.0,0.0,3500000.0,3343918.91
2012.0,,11500,Impuesto sobre Vehiculos de Tracción Mecanica,800000.0,0.0,800000.0,711587.3
2012.0,,11600,Impuesto Incremento Valor Terrenos Urbanos,250000.0,0.0,250000.0,506665.25
2012.0,,13000,Impuesto sobre Actividades Económicas,100000.0,0.0,100000.0,95067.62
2012.0,,29000,"Impuesto sobre Construcciones, Instalaciones y Obr",75000.0,0.0,75000.0,99146.19
2012.0,,30000,Tasa Suministro de Agua Potable a Domici,350000.0,0.0,350000.0,348637.9
2012.0,,30100,Tasa  Licencia  y Servicio de Alcantarillado,310000.0,0.0,310000.0,294468.74
2012.0,,30200,Tasa Servicio de Recogida de  Basuras,440000.0,0.0,440000.0,458095.43
2012.0,,31000,Tasa por Servicios Sanitario de Protección Civil ,1000.0,0.0,1000.0,1415.0
2012.0,,31200,Servicio de Guarderia,43560.0,0.0,43560.0,20380.0
2012.0,,31301,Tasa Actividades y Cursos  Deportivos,400000.0,0.0,400000.0,428307.7
2012.0,,31302,Tasas por Servicios de Piscina Municipal Actividad,160000.0,0.0,160000.0,120710.74
2012.0,,31303,Entrada Piscina Municipal,90000.0,0.0,90000.0,59220.03
2012.0,,31304,Utilizacion de Instalaciones Deportivas,75000.0,0.0,75000.0,78720.68
2012.0,,31305,Tasa Talleres Biblioteca,0.0,0.0,0.0,1372.0
2012.0,,31900,Tasa de Servicios Funerarios y Cementerios,15000.0,0.0,15000.0,13274.0
2012.0,,32100,Tasa  Licencias Urbanisticas,75000.0,0.0,75000.0,71805.32
2012.0,,32300,Tasa Licencia de Apertura y Actividad,20000.0,0.0,20000.0,23633.4
2012.0,,32500,Tasa Expedición de Documentos,6000.0,0.0,6000.0,5655.56
2012.0,,32600,Tasa Retirada de Vehiculos de la Vía Pública,14000.0,0.0,14000.0,22662.45
2012.0,,33000,Tasa  Aparcamiento  Regulado ,4600.0,0.0,4600.0,6204.9
