#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2015.0,,11200,Impuesto sobre Bienes Inmuebles Rústica,687.0,,687.0,667.83
2015.0,,11300,Impuesto sobre Bienes Inmuebles Nat. Urbana,3460000.0,,3460000.0,3349534.89
2015.0,,11500,Impuesto sobre Vehiculos de Tracción Mecanica,850000.0,,850000.0,849833.96
2015.0,,11600,Impuesto Incremento Valor Terrenos Urbanos,275000.0,,275000.0,619892.51
2015.0,,13000,Impuesto sobre Actividades Económicas,95000.0,,95000.0,98470.23
2015.0,,29000,"Impuesto sobre Construcciones, Instalaciones y Obr",90000.0,,90000.0,112113.15
2015.0,,30000,Tasa Suministro de Agua Potable a Domici,352000.0,,352000.0,345010.02
2015.0,,30100,Tasa  Licencia  y Servicio de Alcantarillado,312000.0,,312000.0,340896.44
2015.0,,30200,Tasa Servicio de Recogida de  Basuras,475000.0,,475000.0,476001.77
2015.0,,31000,Tasa por Servicios Sanitario de Protección Civil ,600.0,,600.0,895.3
2015.0,,31305,Tasa Talleres Biblioteca,1000.0,,1000.0,1351.35
2015.0,,31900,Tasa de Servicios Funerarios y Cementerios,14000.0,,14000.0,17392.5
2015.0,,32100,Tasa  Licencias Urbanisticas,75000.0,,75000.0,104265.05
2015.0,,32300,Tasa Licencia de Apertura y Actividad,20000.0,,20000.0,21983.5
2015.0,,32500,Tasa Expedición de Documentos,5000.0,,5000.0,2149.05
2015.0,,32600,Tasa Retirada de Vehiculos de la Vía Pública,15000.0,,15000.0,8338.73
2015.0,,33000,Tasa  Aparcamiento  Regulado ,4000.0,,4000.0,2022.55
2015.0,,33100,"Tasa  Uso Suelo, Enrtrada de Vehículos Aceras",15000.0,,15000.0,15095.87
2015.0,,33200,"Tasa  Uso Suelo, Subsuelo y Vuelo Compañias Sumini",120000.0,,120000.0,129516.59
2015.0,,33600,Tasa  Venta Ambulante Semanal,20000.0,,20000.0,15866.3
2015.0,,33601,"Tasa  Uso Suelo, con Mesas y sillas  finalidad luc",27000.0,,27000.0,22933.05
2015.0,,33602,"Tasa  Uso Suelo, con Contenedores y Meterial Const",4000.0,,4000.0,7521.68
2015.0,,33800,Compensación Telefónica de España SA,45000.0,,45000.0,35310.96
2015.0,,33900,Tasa por Utilización de Instalaciones Municipales,4000.0,,4000.0,6794.0
2015.0,,34200,Servicios  Escuelas impartidas en Casa de Cultura,150000.0,,150000.0,166051.52
2015.0,,34203,Prec Publicos Actividades Serv Sociales,2000.0,,2000.0,3345.0
2015.0,,34300,Precio P. Actividades Cursos Deportivos,415000.0,,415000.0,496256.85
2015.0,,34301,Precio P. Actividades Cursos Piscina Municipal,90000.0,,90000.0,-475.13
2015.0,,34302,Precio P. Uso de Instalaciones Deportivas,70000.0,,70000.0,63185.12
2015.0,,34303,Precio P. Uso de Instalaciones Piscina Municipal,70000.0,,70000.0,53691.65
2015.0,,34400,Preci Patrimonial Ferias Comercio Local ,17000.0,,17000.0,7300.0
2015.0,,34401,Prec Publico Fiestas Locales,75000.0,,75000.0,61215.82
2015.0,,34403,Entradas Teatro Municipal ,27000.0,,27000.0,34147.19
2015.0,,34900,Convenio Ecoembes Basura selectiva,55000.0,,55000.0,37911.14
2015.0,,35000,Conribuciones Especiales para obras,109000.0,,109000.0,
2015.0,,38901,Reintegro de Gastos ,,,,41844.9
2015.0,,38902,Reintegro de Gastos Ejercicios Cerrados,,,,7409.63
2015.0,,39190,Multas Administrativas Generales,50000.0,,50000.0,54362.48
2015.0,,39211,Recargos de Apremio,65000.0,,65000.0,131018.45
2015.0,,39300,Intereses de Demora,45000.0,,45000.0,66047.18
2015.0,,39301,Reintegro de Gastos Procedimientos Ejecutivos,10000.0,,10000.0,11854.13
2015.0,,39610,Cuotas de Urbanización Iniciativa Pública,,304952.42,304952.42,747295.46
2015.0,,39900,Imprevistos,500.0,,500.0,
2015.0,,42000,Participación Tributos del Estado,1880000.0,,1880000.0,1881445.86
2015.0,,42090,Transferencias Juzgado de paz y Otros,3750.0,,3750.0,434.69
2015.0,,45002,Transferencias Corrientes Comunidad de Madrid,135000.0,543214.07,678214.07,712643.56
2015.0,,45003,Transferencias Corrientes Comunidad Madrid BESCAM,714480.0,,714480.0,676568.68
2015.0,,48000,Aportaciones Privadas sin animo de lucro,100.0,35148.0,35248.0,35417.2
2015.0,,48001,Aportaciones Privadas Juventud,100.0,,100.0,
2015.0,,48002,Aportaciones Privadas Deportes,100.0,,100.0,451.2
2015.0,,52000,Intereses de Depósito ,1000.0,,1000.0,68.07
2015.0,,54100,Producto Arrendamiento de fincas urbanas,5500.0,,5500.0,5834.66
2015.0,,54101,Explotacion Bares e Instalaciones Municipales,1000.0,,1000.0,211.38
2015.0,,54200,Poligono Ganadero y Pastos,9200.0,,9200.0,3050.41
2015.0,,55000,Concesiones Administrativas,400000.0,,400000.0,377668.18
2015.0,,55400,Aprovechamientos Cinegéticos,2700.0,,2700.0,2794.38
2015.0,,55401,Ocupaciones Monte de U.P  y Aprovechamientos Fores,32000.0,,32000.0,38309.1
2015.0,,60000,Enajenacion de Solares  y Terrenos Urbanos,750000.0,,750000.0,239702.15
2015.0,,87001,Remanetes de Tesoreria para Suplmentos de Crédito,,25000.0,25000.0,
2015.0,,87002,Incorporacion Remanentes Suplementos de Crédito,,909000.0,909000.0,
#,,,TOTAL,11464717.0,1817314.49,13282031.49,12540918.19
