#Ejercicio,Org.,Econ.,Denominación,Previsiones Iniciales,Modificaciones de previsiones,Previsiones Definitivas,Derechos reconocidos
2016.0,,11200,Impuesto sobre Bienes Inmuebles Rústica,667.0,0.0,667.0,611.85
2016.0,,11300,Impuesto sobre Bienes Inmuebles Nat. Urbana,3215000.0,0.0,3215000.0,3169051.06
2016.0,,11500,Impuesto sobre Vehiculos de Tracción Mecanica,875000.0,0.0,875000.0,957287.42
2016.0,,11600,Impuesto Incremento Valor Terrenos Urbanos,450000.0,0.0,450000.0,671069.39
2016.0,,13000,Impuesto sobre Actividades Económicas,100000.0,0.0,100000.0,111546.07
2016.0,,29000,"Impuesto sobre Construcciones, Instalaciones y Obr",110000.0,0.0,110000.0,146479.57
2016.0,,30000,Tasa por suministro de agua potable a domicilios,351500.0,0.0,351500.0,321302.78
2016.0,,30100,Tasa Servicio de Alcantarillado,340000.0,0.0,340000.0,328784.0
2016.0,,30200,Tasa Servicio de Recogida de Basuras,476000.0,0.0,476000.0,474511.79
2016.0,,31000,Tasa por Servicios Sanitario de Protección Civil,300.0,0.0,300.0,1179.9
2016.0,,31305,Tasa Talleres Biblioteca,1200.0,0.0,1200.0,2044.9
2016.0,,31900,Tasa de Servicios Funerarios y Cementerios,17000.0,0.0,17000.0,19799.0
2016.0,,32100,Tasa por Licencia Urbanistica,100000.0,0.0,100000.0,135279.58
2016.0,,32300,Tasa Licencias¡ de Apertura y Actividad,21000.0,0.0,21000.0,20268.2
2016.0,,32500,Tasa expedición de documentos,3000.0,0.0,3000.0,3116.86
2016.0,,32600,Tasa Retirada de Vehículos,10000.0,0.0,10000.0,4884.54
2016.0,,33000,Tasa Aparcamiento Regulado,2000.0,0.0,2000.0,252.0
2016.0,,33100,"Tasa Uso Suelos, Entrada Vehiculos Aceras",15400.0,0.0,15400.0,14153.41
2016.0,,33200,"Tasa Uso Suelos, Subsuelo, Vuelo Compañias Sum",130000.0,0.0,130000.0,115658.33
2016.0,,33600,"Tasa Uso Suelo, Venta Ambulante Semanal",15000.0,0.0,15000.0,17587.51
2016.0,,33601,"Tasa Uso Suelo, con Mesas y sillas finalidad luc",23000.0,0.0,23000.0,31747.25
2016.0,,33602,"Tasa Uso Suelo, con Contenedores Mat Construcc",5000.0,0.0,5000.0,9436.44
2016.0,,33800,Compensación Telefónica España SA,35000.0,0.0,35000.0,26169.27
2016.0,,33900,Tasa por Uso de Instalaciones Municipales,6000.0,0.0,6000.0,3763.0
2016.0,,34200,Servicios  Escuelas impartidas en Casa de Cultura,165000.0,0.0,165000.0,182629.35
2016.0,,34203,Prec Publicos Actividades Serv Sociales,3500.0,0.0,3500.0,2997.0
2016.0,,34300,Precio P. Actividades Cursos Deportivos,430000.0,0.0,430000.0,469046.5
2016.0,,34301,Precio P. Actividades Cursos Piscina Municipal,50000.0,0.0,50000.0,33877.09
2016.0,,34302,Precio P. Uso de Instalaciones Deportivas,70000.0,0.0,70000.0,58360.22
